Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2012/053325,Bridging Divide Through Accountable Governance,958333333.0,grant; unspecified,505 - european development fund,2010-04-20,2010-04-20,62.0,unspecified,"public administration and international relations (pair); governance, justice, law and order (gjlos)",103 - ministry of devolution and planning; 1251 - office of the attorney general and department of justice; 1111 - ministry of land housing and urban development,Ongoing
2012/053881,Mombasa Port Area Road Development Project,18600000000.0,loan ; gok; unspecified,021 - government of japan,2012-07-02,2012-07-02,71.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority; 1091 - state department of infrastructure,Ongoing
2012/054002,Mariakani-Kaloleni Water Supply Project,90000000.0,grant; unspecified,011 - government of italy,2012-07-01,2012-07-01,47.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 1101 - state department for environment and natural resources; 1102 - state department for water and regional authorities.,Pipelined
2012/054007,Trade Mark East Africa Programme,1450000000.0,grant; gok; unspecified,040 - united kingdom dfid (uk); government of kenya,2009-07-27,2009-07-27,77.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs; 1182 - state department for east african affairs,Ongoing
2013/054244,Construction Of Changamwe District Headquarters,29906536.0,unspecified,government of kenya,2011-03-30,2011-03-30,17.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054295,Programme Development Of The Health Sector Support To Health Finanacing Phase 3 &Nbsp;(2010 65 853),2530000000.0,grant; unspecified,014 - government of germany (kfw-germany),2012-07-01,2012-07-01,35.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054305,Construction Of Perimeter Fence-Phase 1-Shanzu Prison,8500000.0,unspecified,government of kenya,2013-01-01,2013-04-24,17.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054307,Construction Of Administration Block-Kaloleni Prisons,6000000.0,unspecified,government of kenya,2010-07-10,2011-08-22,35.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054308,Construction Of Staff Houses-Kaloleni Prisons,2000000.0,unspecified,government of kenya,2013-05-01,2013-05-15,4.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054309,Prisoners Remand Block-Shimo La Tewa,42738800.0,unspecified,government of kenya,2010-07-30,2010-07-30,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Stalled
2013/054321,Construction Of Gate Lodge- Shimo La Tewa Medium Prison,5217680.0,unspecified,government of kenya,2013-01-01,2013-01-28,5.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2013/054323,Construction Of Inmates Hall/Mess-Wundanyi Prison,1500000.0,unspecified,government of kenya,2012-07-02,2012-12-13,4.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054324,Construction Of Gate Lodge,1500000.0,unspecified,government of kenya,2012-07-02,2012-07-09,4.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2013/054325,Construction Of Water Tanks- Voi Prison,510000.0,unspecified,government of kenya,2011-07-11,2011-07-18,13.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2014/054739,Likoni Cdf Office And Hall,7983363.0,gok; unspecified,constituency development fund (cdf),2003-07-29,2003-07-29,116.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning,Completed
2014/055047,SHIMO LA TEWA PRISON CONSTRUCTION OF WORKSHOP,3000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,7.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2014/055086,SHIMO LATEWA WOMEN PRISONCONSTRUCTION OF PRISONERS WARDS,1000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Planned
2014/055089,KINGORANI PRISON CONSTRUCTIONO OF PRISONERS WARDS,1000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Planned
2014/055099,KISAUNI-MOMBASA PROBATION OFFICE,9500000.0,unspecified,government of kenya,2013-07-30,2013-09-30,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2014/055409,Development of Fish Quality Laboratories,700000000.0,loan ; unspecified,012 - government of spain,2014-12-01,2014-12-01,42.0,unspecified,"agriculture, rural and urban development (arud)",1163 - state department for fisheries,Planned
2014/055416,"CONSTRUCTION OF SEPTIC TANK ,WORKSHOP,HOSTEL&FENCE AT SHIMO BI",20000000.0,unspecified,government of kenya,2014-07-01,2014-07-01,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2015/055595,Mombasa Law Courts,30474500.0,unspecified,government of kenya,2014-07-01,2014-07-01,11.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2015/055604,Mombasa COA - Refurbishment,99647978.0,unspecified,government of kenya,2014-11-03,2014-11-03,43.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2015/055680,CONSTRUCTION OF SHANZU LAW COURT,45924094.0,unspecified,government of kenya,2015-07-01,2015-07-01,35.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2015/055701,PROPOSED PAINTING AND DECORATING PERIMETER WALL-MOMBASA STATE HOUSE,3501400.0,unspecified,government of kenya,2013-10-15,2013-10-15,7.0,unspecified,public administration and international relations (pair),1011 - the presidency,Completed
2010/052522,Rehabilitation Of Tiwi Well Field/ Likoni Pipeline System,316097680.0,unspecified,501 - international development association (ida),2010-09-01,2010-09-01,12.0,unspecified,unspecified,unspecified,Ongoing
2010/052594,Consultancy Services For Mzima And Tiwi Supervision,62000000.0,unspecified,501 - international development association (ida),2010-11-01,2010-11-01,4.0,unspecified,unspecified,unspecified,Ongoing
2010/052621,Consultancy For Asset Valuation.,5600000.0,unspecified,501 - international development association (ida),2010-11-19,2010-11-19,5.0,unspecified,unspecified,unspecified,Ongoing
2010/052623,Consultancy For Communications.,14000000.0,unspecified,501 - international development association (ida),2010-07-01,2010-07-01,2.0,unspecified,unspecified,unspecified,Ongoing
2012/053303,"Proposed Construction Of Classroom Block, Mabokoni, Kwale",51858461.0,unspecified,government of kenya,2011-09-26,2011-10-24,12.0,ministry of education,unspecified,106 - ministry of education,Ongoing
2012/053915,Lunga Lunga Civil Works,3600000.0,unspecified,government of kenya,2011-07-01,2011-09-15,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Terminated
2013/054210,"District Livestock Production Office, Msambweni",2800000.0,unspecified,government of kenya,2012-11-14,2012-12-10,6.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Ongoing
2014/054736,Youth Polytechnic (One Twin Workshop) In Chuphi,5512105.0,unspecified,government of kenya,2014-01-01,2014-01-30,5.0,unspecified,education,106 - ministry of education,Ongoing
2014/055036,PROPOSED REFURBISHMENT OF ODPP OFFICES IN KWALE COUNTY,3653710.0,unspecified,government of kenya,2014-09-01,2014-09-01,2.0,unspecified,"governance, justice, law and order (gjlos)",unknown,Planned
2014/055078,KWALE PRISON CONSTRUCTION OFPRISONERS WARDS,2000000.0,unspecified,government of kenya,2014-09-01,2014-09-01,8.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Planned
2014/055098,MSABWENI -KWALE PROBATION OFFICE,9500000.0,unspecified,government of kenya,2013-09-30,2013-10-30,21.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2014/055111,KWALE SUB COUNTY OFFICE,8000000.0,unspecified,government of kenya,2013-07-02,2013-07-16,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2015/055636,Kwale Law Courts - Refurbishment,20267964.0,unspecified,government of kenya,2014-07-01,2014-07-01,47.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Ongoing
2015/055673,Kwale Law Courts - Construction,41278688.0,unspecified,government of kenya,2015-07-01,2015-07-01,35.0,unspecified,"governance, justice, law and order (gjlos)",1261 - the judiciary,Planned
2012/053387,Kenya Slum Upgrading Project,137527505.0,loan ; unspecified,501 - international development association (ida),2009-12-17,2009-12-17,17.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2012/053813,Mtwapa Streetlighting,5500000.0,gok; unspecified,government of kenya,2010-07-01,2011-02-02,32.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning,Ongoing
2012/053919,Construction Of Kilifi Complex,27200000.0,unspecified,government of kenya,2011-07-01,2011-08-04,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2012/054011,KKB Settlement Infrastructure Improvement Programme,60000000.0,grant; unspecified,011 - government of italy,2012-07-01,2012-07-01,71.0,unspecified,"agriculture, rural and urban development (arud)",103 - ministry of devolution and planning; 1111 - ministry of land housing and urban development,Ongoing
2012/054026,Mariakani Youth Polytechnic,4688845.0,grant; unspecified,011 - government of italy,2009-07-01,2009-07-01,59.0,unspecified,education,106 - ministry of education,Ongoing
2012/054027,Revitalization of Mkuajuni Youth Polytechnic,1237944.0,grant; unspecified,011 - government of italy,2009-07-10,2009-07-10,59.0,unspecified,education,106 - ministry of education,Ongoing
2012/054028,Vitengeni Youth Polytechnic,1377074.0,grant; unspecified,011 - government of italy,2009-07-01,2009-07-01,59.0,unspecified,education,106 - ministry of education,Ongoing
2013/054064,Slum Upgrading In Kilifi,60000000.0,grant; unspecified,011 - government of italy,2013-07-01,2013-07-01,59.0,unspecified,"agriculture, rural and urban development (arud)",103 - ministry of devolution and planning; 1111 - ministry of land housing and urban development,Planned
2013/054207,Construction Of Septic Tank And Soak Pit At The District Headquarters,1500000.0,unspecified,government of kenya,2013-04-01,2013-04-12,1.0,unspecified,health,1081 - ministry of health; 1111 - ministry of land housing and urban development,Ongoing
